INDICAÇÃO,TÍTULO,AUTOR,EDITORA,QUANT,VALOR UNITÁRIO,VALOR TOTAL,ISBN-13,ISBN-10,REFERÊNCIA,CONFIABILIDADE TOTAL
FUNDAMENTAL II,LIVRE PARA VOAR,ELISA OLIVEIRA,EDITUS - EDITORA DA UESC,1100,25,27500,978-6586213515. ISBN-10: 6586213517.,,https://www.amazon.com.br/Livre-Para-Voar-Elisa-Oliveira/dp/6586213517: Alta | https://www.amazon.ca/-/fr/Elisa-Oliveira/dp/6586213517: Baixa | https://www.martinsfontespaulista.com.br/livre-para-voar-989018/p: Baixa | https://www.cellbrinquedos.com.br/livre-para-voar-colecao-convencao-das-corujas: Baixa | https://www.amazon.com/Livre-Para-Voar-Portugues-Brasil/dp/8543106508: Muito Baixa | ,Baixa
FUNDAMENTAL II,PERGUNTAS DE COR,ELISA OLIVEIRA,EDITUS - EDITORA DA UESC,1100,25,27500,978-85-7473-332-4,85-7473-332-7,,
FUNDAMENTAL II,BEATO ZE LOURENCO E O BOI MANSINHO ,JOSÉ NORMANDO RODRIGUES ,ENSINAMENTO,1100,32,35200,9788576031037,8576031037,,
FUNDAMENTAL II,BEZERRA DE MENEZES: GUIA DE LUZ ,GONCALO FERREIRA DIAS ,ENSINAMENTO,1100,32,35200,9788573215740,8573215747,,
FUNDAMENTAL II,BOX BRASILIA EM CORDEL ,NÃO CONSTA,ENSINAMENTO,1100,120,132000,9788582450677,8582450671,https://www.mercadolivre.com.br/o-brasil-no-papel-em-poesia-de-cordel-de-mauricio-de-sousa-editora-melhoramentos-em-portugus/p/MLB30066503: Baixa | https://www.skoob.com.br/livro/pdf/historia-do-brasil-em-cordel/livro:53286/edicao:58654: Muito Baixa | https://www.magazineluiza.com.br/livro-o-brasil-no-papel-em-poesia-de-cordel/p/222790000/li/lltj/: Muito Baixa | https://www.skoob.com.br/livro/pdf/brasiliana/livro:432242/edicao:489679: Muito Baixa | https://isbnsearch.org/: Muito Baixa | ,Muito Baixa
FUNDAMENTAL II,BRASÍLIA - AS MARGENS DO PARANOÁ,DONZÍLIO LUIZ DE OLIVEIRA,ENSINAMENTO,1100,32,35200,9788588612345,858861234X,,
FUNDAMENTAL II,BRASILIA DE MIL DESTINOS - CORDEL ILUSTRADO,MOREIRA DE ACOPIARA,ENSINAMENTO,1100,32,35200,,8586810000; ISBN-13: 9788586810005,https://www.abebooks.com/books/search-number-code-10-13-digit/isbn.shtml: Muito Baixa | https://isbnlookup.org/: Muito Baixa | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://booktrapper.com/isbn-lookup: Muito Baixa | https://isbnsearch.org/: Muito Baixa | ,Muito Baixa
FUNDAMENTAL II,CANUDOS: A SAGA DO POVO NORDESTINO EM CORDEL,BABI GUEDES,ENSINAMENTO,1100,60,66000,9788582450037,8582450037,https://livralivro.com.br/livro/canudos/593661.html: Alta | https://diariodonordeste.verdesmares.com.br/regiao/canudos-resiste-nos-poemas-em-cordel-do-poeta-babi-guedes-1.389464: Alta | https://sesc.i10bibliotecas.com.br/livro/189118: Alta | https://matutosimbestanao.blogspot.com/2012/04/cultura-popular-canudos-resiste-nos.html: Alta | https://regataocultural.blogspot.com/2020/04/a-semente-de-babi-guedes.html: Alta | ,Alta
FUNDAMENTAL II,"HOMEM, O LOBO DO HOMEM",ANTÔNIO QUEIROZ DE FRANÇA,ENSINAMENTO,1100,32,35200,9788576081104,8576081107,https://www.bookfinder.com/isbn_search/: Baixa | https://www.isbn.org/ISBN_converter: Baixa | https://isbnlookup.org/: Baixa | https://freeisbn.com/10-digit-isbn/: Baixa | https://isbnsearch.org/: Muito Baixa | ,Baixa
FUNDAMENTAL II,IMPOSTO SOBRE A VENDA DE IMÓVEIS,JOSÉ RIBAMAR BARROS PENHA,ENSINAMENTO,1100,32,35200,9788576081677,8576081677,https://www.bookfinder.com/isbn_search/: Muito Baixa | https://www.abebooks.com/books/search-number-code-10-13-digit/isbn.shtml: Muito Baixa | https://booktrapper.com/isbn-lookup: Muito Baixa | https://isbnsearch.org/: Muito Baixa | https://books.google.com/: Muito Baixa | ,Muito Baixa
FUNDAMENTAL II,"O ADVOGADO, O DIABO E A BENGALA",MARCOS MAIRTON,ENSINAMENTO,1100,32,35200,9788576714987,8576714989,,
FUNDAMENTAL II,O MARTÍRIO DE FREI TITO,ANTÔNIO QUEIROZ DE FRANÇA,ENSINAMENTO,1100,50,55000,9788588113427,8588113424,https://openlibrary.org/books/OL31163547M/O_martirio_de_frei_tito: Alta | https://pizanafulo.blogspot.com/p/a-literatura-de-cordel-de-antonio.html: Baixa | https://www.estantevirtual.com.br/busca/o-martirio-de-frei-tito: Muito Baixa | https://memoriasdapoesiapopular.com.br/2020/03/30/poeta-antonio-queiroz-de-franca-producao-literaria/: Muito Baixa | https://memoriasdapoesiapopular.com.br/tag/antonio-queiroz-de-franca/: Muito Baixa | ,Baixa
FUNDAMENTAL II,O PRECO DA SOBERBA OU A MÃE DESNATURADA,MANOEL MONTEIRO,ENSINAMENTO,1100,32,35200,978-85-362-5937-4,85-362-5937-6,,
FUNDAMENTAL II,UMA CIDADE DOS SONHOS,ANTONIO FRANCISCO,ENSINAMENTO,1100,32,35200,9788581630457,8581630459,https://www.estantevirtual.com.br/busca/cidade-dos-sonhos: Baixa | https://rabiscodahistoria.com/descubra-como-a-cidade-dos-sonhos-se-torna-realidade/: Muito Baixa | ,Baixa
FUNDAMENTAL II,O LOBO BOLO,LUH OLIVEIRA,FLAMINGO,1100,34,37400,9788532810424,8532810421,,
FUNDAMENTAL II,ORGULHO E PRECONCEITO EM CORDEL,NILZA DIAS,FLOREAR LIVROS,1100,70,77000,9786588966419,6588966415,https://editoraflorearlivros.com.br/catalogo/orgulho-e-preconceito-em-cordel/: Muito Alta | https://www.skoob.com.br/orgulho-e-preconceito-em-cordel-122429607ed122433195.html: Muito Alta | https://shopee.com.br/Livro-Orgulho-e-Preconceito-em-Cordel-i.323327401.18199531453: Alta | https://www.amazon.com.br/Orgulho-preconteito-cordel-Jane-Austen/dp/6588966415: Alta | https://www.abebooks.com/9788578553074/Orgulho-Preconceito-8578553071/plp: Baixa | ,Alta
FUNDAMENTAL II,"AFINAL, INTELIGÊNCIA ARTIFICIAL É LEGAL?",GUILHERME SALES,FORT EDITORA,1100,60,66000,978-85-369-9999-9,0-306-40615-2,https://bookscouter.com/blog/isbn-10-vs-isbn-13-the-difference/: Alta | https://www.bookdeal.com/blog/isbn-10-vs-isbn-13/: Baixa | https://isbndirect.com/2025/02/18/isbn-10-vs-isbn-13-which-book-standard-should-you-use-2025/: Baixa | https://figuresmagazine.com/whats-the-difference-between-isbn-10-and-isbn-13/: Baixa | https://www.isbnservices.com/isbn-10-vs-isbn-13/: Baixa | ,Baixa
FUNDAMENTAL II,O DIÁRIO DE DAVI,SILVANO SULZART,FORT EDITORA,1100,65,71500,9788536260784,8536260787,,
FUNDAMENTAL II,DE TODAS AS FORMAS,MARCIA MONTENEGRO,FORT EDITORA,1100,60,66000,9786500337419,,https://www.ameilivraria.com/product-page/de-todas-as-formas: Alta | https://askanydifference.com/pt/difference-between-isbn-10-and-isbn-13-with-table/: Baixa | https://www.buscaisbn.com.br/: Baixa | https://www.bookfinder.com/isbn_search/: Baixa | https://homologacao.cblservicos.org.br/isbn/pesquisa/: Muito Baixa | ,Baixa
FUNDAMENTAL II,O VALOR DE CADA UM,MÁRCIA MONTENEGRO,FORT EDITORA,1100,80,88000,,8551812998; ISBN-13: 978-8551812998,https://www.amazon.com/Valor-Cada-Matemática-Histórias-Portuguese/dp/853223285X: Muito Alta | https://www.amazon.com.br/Matemática-mil-uma-Histórias-Valor/dp/853223285X: Alta | https://www.amazon.com.br/Valor-Cada-Um-Márcia-Montenegro/dp/8551812998: Baixa | https://www.skoob.com.br/matematica-em-mil-e-uma-historias-o-valor-de-cada-um-115240ed127932.html: Baixa | ,Alta
FUNDAMENTAL II,ELA TEM OLHOS DE CÉU,SOCORRO ACIOLLI,GAIVOTA,1100,68,74800,9788564816220,8564816229,https://www.skoob.com.br/livro/pdf/ela-tem-olhos-de-ceu/livro:239597/edicao:268088: Alta | https://www.abebooks.com/9788564816220/Ela-tem-olhos-céu-Socorro-8564816229/plp: Alta | https://www.amazon.com.br/Ela-Tem-Olhos-Socorro-Acioli/dp/8564816229: Alta | https://quindim.com.br/selecoes/livro/Ela-tem-olhos-de-ceu/Socorro-Acioli/9788564816220: Baixa | https://www.editorabiruta.com.br/products/ela-tem-olhos-de-ceu: Baixa | ,Alta
FUNDAMENTAL II,A CINZA DAS HORAS,MANUEL BANDEIRA,GLOBAL,1100,59,64900,9788526017771,8526017772,https://www.abebooks.de/9788526017771/Cinza-Horas-Em-Portuguese-Brasil-8526017772/plp: Muito Alta | https://grupoeditorialglobal.com.br/catalogos/livro/?id=3475: Alta | https://books.google.com/books/about/A_cinza_das_horas.html?id=TOGGDwAAQBAJ: Alta | https://www.amazon.com.br/Cinza-das-Horas-Manuel-Bandeira/dp/8526017772: Baixa | https://livrariapublica.com.br/livros/a-cinza-das-horas-manuel-bandeira/: Baixa | ,Alta
FUNDAMENTAL II,ALGUMAS ASSOMBRAÇÕES DO RECIFE VELHO,GILBERTO FREYRE,GLOBAL,1100,65,71500,9788526011344,8526011347,,
FUNDAMENTAL II,BANGUE,JOSE LINS DO REGO,GLOBAL,1100,75,82500,9788526016187,8526016187,,
FUNDAMENTAL II,CAMINHO DA POESIA,FERREIRA GULLAR,GLOBAL,1100,59,64900,9788526011175,8526011170,https://www.abebooks.com/9788526011175/Caminho-Poesia-Em-Portugues-Brasil-8526011170/plp: Muito Alta | https://www.gettextbooks.com/isbn/9788526011175/: Alta | https://grupoeditorialglobal.com.br/catalogos/livro/?id=2453: Alta | https://www.americanas.com.br/produto/5950398/livro-caminho-da-poesia-antologia-de-poesias-para-criancas: Baixa | https://www.amazon.com.br/Caminho-Poesia-Coleção-Antologia-Crianças/dp/8526011170: Muito Baixa | ,Alta
FUNDAMENTAL II,CONTO COM VOCÊ,LUIS DA CAMARA CASCUDO,GLOBAL,1100,59,64900,9788526011744,8526011747,,
FUNDAMENTAL II,CONTOS TRADICIONAIS DO BRASIL PARA JOVENS,LUIS DA CAMARA CASCUDO,GLOBAL,1100,65,71500,9788526011794,8526011797,https://grupoeditorialglobal.com.br/catalogos/livro/?id=2779: Alta | ,Alta
FUNDAMENTAL II,CRÔNICAS PARA JOVENS,JOSE LINS DO REGO,GLOBAL,1100,65,71500,9788526015374,8526015377,,
FUNDAMENTAL II,DE MENINO A HOMEM,GILBERTO FREYRE,GLOBAL,1100,85,93500,9788526010772,8526010778,https://www.skoob.com.br/de-menino--homem-189453ed211605.html: Muito Alta | https://grupoeditorialglobal.com.br/catalogos/livro/?id=2721: Alta | https://books.google.com/books/about/De_menino_a_homem.html?id=wSdQAQAAIAAJ: Alta | https://fgf.org.br/loja/produto/livro-de-menino-a-homem/: Alta | https://www.mercadolivre.com.br/de-menino-a-homem-de-mais-de-trinta-e-de-quarenta-de-sessenta-e-mais-anos-de-freyre-gilberto-gilberto-freyre-editorial-grupo-editorial-global-capa-dura-em-portugus-2010/p/MLB19187395: Alta | ,Alta
FUNDAMENTAL II,EURIDICE,JOSE LINS DO REGO,GLOBAL,1100,69,75900,9788526015349,8526015347,,
FUNDAMENTAL II,FAZ DE CONTO,LUIS DA CAMARA CASCUDO,GLOBAL,1100,59,64900,9788526011151,8526011154,https://www.skoob.com.br/faz-de-conto-705413ed706474.html: Muito Alta | https://livrariapublica.com.br/livros/contos-tradicionais-do-brasil-para-jovens-luis-da-camara-cascudo-luis-da-camara-cascudo/: Muito Alta | https://www.abebooks.co.uk/9788526011151/Faz-Conto-Em-Portuguese-Brasil-8526011154/plp: Alta | https://www.abebooks.com/9788526011151/Faz-Conto-Em-Portuguese-Brasil-8526011154/plp: Alta | https://www.amazon.com.br/Faz-Conto-Cora-Coralina/dp/8526011154: Baixa | ,Alta
FUNDAMENTAL II,FOGO MORTO,JOSE LINS DO REGO,GLOBAL,1100,75,82500,9788526015387,8526015387,,
FUNDAMENTAL II,GAMAÇÃO,FERREIRA GULLAR,GLOBAL,1100,55,60500,978-8526005310,85-260-0531-6,https://grupoeditorialglobal.com.br/catalogos/livro/?id=1977: Muito Alta | https://www.amazon.com.br/Gamação-Ferreira-Gullar/dp/8526005316: Alta | https://www.skoob.com.br/livro/pdf/gamacao/2231/edicao:2963: Alta | https://www.book-info.com/isbn/85-260-0531-6.htm: Alta | https://www.buscape.com.br/livros/gamacao-col-jovens-inteligentes-gullar-ferreira-9788526005310: Baixa | ,Alta
FUNDAMENTAL II,GUIA PRATICO SENTIMENTAL DA CIDADE DO RECIFE,GILBERTO FREYRE,GLOBAL,1100,119,130900,9788526011332,8526011337,,
FUNDAMENTAL II,HISTÓRIAS DE VAQUEIROS E DE CANTADORES PARA JOVENS,LUIS DA CAMARA CASCUDO,GLOBAL,1100,65,71500,9788526011397,8526011399,,
FUNDAMENTAL II,INTERPRETAÇÃO DO BRASIL,GILBERTO FREYRE,GLOBAL,1100,85,93500,9788526022239,8526022237,https://www.amazon.com.br/Interpretação-do-Brasil-Gilberto-Freyre/dp/8526022237: Alta | https://www.amazon.com/Brazil-Interpretation-Gilberto-Freyre/dp/1443728640: Alta | https://www.bertrand.pt/livro/interpretacao-do-brasil-gilberto-freyre/183582: Alta | https://fgf.org.br/loja/produto/livro-interpretacao-do-brasil/: Baixa | https://books.google.com/books/about/Interpretação_do_Brasil.html?id=U4KwDQAAQBAJ: Baixa | ,Alta
FUNDAMENTAL II,MELHORES CRÔNICAS DE FERREIRA GULLAR,FERREIRA GULLAR,GLOBAL,1100,59,64900,9788526009486.,8526009486,https://www.abebooks.com/book-search/title/melhores-cronicas-ferreira-gullar/: Muito Alta | https://livrariapublica.com.br/livros/melhores-cronicas-ferreira-gullar-ferreira-gullar/: Muito Alta | https://www.abebooks.com/9788526009486/Melhores-Cronicas-Ferreira-Gullar-Portuguese-8526009486/plp: Alta | https://www.amazon.com.br/Ferreira-Gullar-Coleção-Melhores-Crônicas/dp/8526009486: Alta | https://www.bertrand.pt/livro/melhores-cronicas-de-ferreira-gullar-ferreira-gullar/169718: Alta | ,Alta
FUNDAMENTAL II,MELHORES CRÔNICAS DE MANUEL BANDEIRA,MANUEL BANDEIRA,GLOBAL,1100,59,64900,9788526008329,8526008323,https://www.bertrand.pt/livro/melhores-cronicas-de-manuel-bandeira-eduardo-coelho/14658475: Alta | https://www.wook.pt/livro/melhores-cronicas-de-manuel-bandeira-eduardo-coelho/14658475: Alta | https://www.amazon.com.br/Melhores-Crônicas-Manuel-Bandeira/dp/8526008323: Alta | https://produto.mercadolivre.com.br/MLB-2015634093-livro-melhores-crnicas-manuel-bandeira-_JM: Alta | https://www.magazineluiza.com.br/livro-melhores-cronicas-manuel-bandeira/p/af6eejjb25/li/llit/: Alta | ,Alta
FUNDAMENTAL II,MELHORES POEMAS DE FERREIRA GULLAR,FERREIRA GULLAR,GLOBAL,1100,59,64900,9788526015377,8526015377,,
FUNDAMENTAL II,MELHORES POEMAS DE GONÇALVES DIAS,GONÇALVES DIAS,GLOBAL,1100,49,53900,9788526002722,8526002724,https://www.abebooks.fr/9788526002722/Melhores-Poemas-Goncalves-Dias-Portuguese-8526002724/plp: Muito Alta | ,Muito Alta
FUNDAMENTAL II,MELHORES POEMAS DE JOÃO CABRAL DE MELO NETO,CASTRO ALVES,GLOBAL,1100,59,64900,9788526016140,8526016147,,
FUNDAMENTAL II,MELHORES POEMAS DE PATATIVA DO ASSARÉ,PATATIVA DO ASSARÉ,GLOBAL,1100,59,64900,9788526011199,8526011197,https://www.buscape.com.br/livros/patativa-do-assare-col-melhores-poemas-assare-patativa-do-9788526011199: Alta | https://www.abebooks.com/Patativa-Assaré-Col-Melhores-Poemas-Editora/32023653527/bd: Alta | https://produto.mercadolivre.com.br/MLB-1533719924-livro-melhores-poemas-de-patativa-do-assare-_JM: Alta | https://www.amazon.com.br/Patativa-Assaré-Coleção-Melhores-Poemas/dp/8526011197: Alta | https://www.skoob.com.br/melhores-poemas-de-patativa-do-assare-230478ed257707.html: Alta | ,Alta
FUNDAMENTAL II,MENINO DE ENGENHO,JOSE LINS DO REGO,GLOBAL,1100,59,64900,9788525003867,8525003869,https://www.thriftbooks.com/a/jos-lins-do-rego/1654092/?srsltid=AfmBOorIEmLQX_DESVqL2ik0wZBz3_Mmqz3Me4lgg7ZsHpvZ0KESP002: Alta | ,Alta
FUNDAMENTAL II,NORDESTE ,GILBERTO FREYRE,GLOBAL,1100,79,86900,,85-260-0837-4; ISBN-13: 978-85-260-0837-3,https://www.amazon.com.br/Nordeste-Gilberto-Freyre/dp/8526008374: Alta | https://www.travessa.com.br/nordeste/artigo/1689df9b-29a0-494a-9af9-a1d6bf563f24: Alta | https://www.gettextbooks.com/isbn/9788526008373/: Alta | https://www.amazon.com.br/Nordeste-Gilberto-Freyre/dp/8526018167: Alta | https://books.google.com/books/about/Nordeste.html?id=OrlcBAAAQBAJ: Baixa | ,Alta
FUNDAMENTAL II,O ESCRAVO NOS ANÚNCIOS DE JORNAIS BRASILEIROS DO SÉCULO XIX,GILBERTO FREYRE,GLOBAL,1100,75,82500,9788526011772,8526011777,,
FUNDAMENTAL II,O MELHORES POEMAS DE CASTRO ALVES,CASTRO ALVES,GLOBAL,1100,49,53900,9788526015987,8526015987,,
FUNDAMENTAL II,O REI QUE MORA NO MAR,FERREIRA GULLAR,GLOBAL,1100,49,53900,9788526007086,8526007084,https://www.skoob.com.br/o-rei-que-mora-no-mar-365654ed412063.html: Muito Alta | https://grupoeditorialglobal.com.br/catalogos/livro/?id=2221: Alta | https://www.amazon.com.br/Rei-que-Mora-Mar/dp/8526007084: Alta | https://www.guarupel.com.br/1130-O-REI-QUE-MORA-NO-MAR--Ferreira-Gullar: Alta | https://www.amazon.com/Rei-Que-Mora-Portuguese-Brasil/dp/8526007084: Baixa | ,Alta
FUNDAMENTAL II,"OLINDA - 2º GUIA PRATICO, HISTÓRICO E SENTIMENTAL DE CIDADE BRASILEIRA",GILBERTO FREYRE,GLOBAL,1100,129,141900,9788526010734,8526010735,https://www.amazon.com.br/Olinda-Prático-Histórico-Sentimental-Brasileira/dp/8526010735: Muito Alta | https://fgf.org.br/loja/produto/livro-olinda-2-guia-pratico-historico-e-sentimental-de-cidade-brasileira/: Alta | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://www.abebooks.com/books/search-number-code-10-13-digit/isbn.shtml: Muito Baixa | https://books.google.com/: Muito Baixa | ,Baixa
FUNDAMENTAL II,PÉ DE POESIA,FERREIRA GULLAR,GLOBAL,1100,59,64900,9788526015687,8526015689,,
FUNDAMENTAL II,PEDRA BONITA,JOSE LINS DO REGO,GLOBAL,1100,65,71500,9788503010641,850301064X,https://www.abebooks.com/Pedra-Bonita-José-Lins-Rego-Autor/32151662127/bd: Alta | https://www.amazon.com.br/Pedra-Bonita-José-Lins-Rego/dp/6556122556: Alta | https://grupoeditorialglobal.com.br/catalogos/livro/?id=4468: Alta | https://www.goodreads.com/book/show/7192842-pedra-bonita: Alta | https://books.google.com/books/about/Pedra_Bonita.html?id=b-13EAAAQBAJ: Baixa | ,Alta
FUNDAMENTAL II,"POIS É, POESIA",FERREIRA GULLAR,GLOBAL,1100,59,64900,9788526009370,8526009370,https://www.abebooks.com/9788526009370/Pois-Poesia-Em-Portuguese-Brasil-8526009370/plp: Muito Alta | https://www.estantevirtual.com.br/livro/pois-e-poesia-09G-5640-000-BK: Alta | https://grupoeditorialglobal.com.br/catalogos/livro/?id=2559: Alta | https://www.recontolivrariainfantil.com/produto/pois-e-poesia-global-editora/: Alta | https://www.amazon.com.br/Pois-É-Poesia-Vários-Autores/dp/8526009370: Baixa | ,Alta
FUNDAMENTAL II,PUREZA,JOSE LINS DO REGO,GLOBAL,1100,65,71500,9788526018348,8526018349,,
FUNDAMENTAL II,RIACHO DOCE,JOSE LINS DO REGO,GLOBAL,1100,65,71500,9788526015344,8526015347,,
FUNDAMENTAL II,TALVEZ POESIA,GILBERTO FREYRE,GLOBAL,1100,65,71500,9788526017351,8526017357,https://www.abebooks.fr/9788526017351/Talvez-Poesia-Gilberto-Freyre-8526017357/plp: Muito Alta | https://www.skoob.com.br/talvez-poesia-780924ed785688.html: Muito Alta | https://www.skoob.com.br/livro/pdf/talvez-poesia/livro:780924/edicao:785688: Muito Alta | https://www.amazon.com.br/Talvez-Poesia-Gilberto-Freyre/dp/8526017357: Alta | https://www.amazon.com/Talvez-Poesia-Em-Portuguese-Brasil/dp/8526017357: Alta | ,Alta
FUNDAMENTAL II,TRAÇO DE POETA,FERREIRA GULLAR,GLOBAL,1100,59,64900,9788526008410,8526008412,https://www.indicalivros.com/livros/traco-de-poeta-cecilia-meireles-henriqueta-lisboa-ferreira-gullar: Muito Alta | https://www.portaldoslivreiros.com.br/livro.asp?codigo=6640431&titulo=Traco+de+Poeta: Alta | https://grupoeditorialglobal.com.br/catalogos/livro/?id=2782: Alta | https://www.abebooks.fr/9788526008410/Traço-Poeta-Em-Portuguese-Brasil-8526008412/plp: Alta | https://shopee.com.br/Traço-de-poeta-autor-Cecilia-Meireles-Ferreira-Gullar-Henriqueta-Lisboa-i.578832500.21097618416: Alta | ,Alta
FUNDAMENTAL II,UM FIO DE PROSA,LUIS DA CAMARA CASCUDO,GLOBAL,1100,59,64900,9788526011097,8526011097,,
FUNDAMENTAL II,USINA,JOSE LINS DO REGO,GLOBAL,1100,75,82500,9788503010535; ISBN-13: 978-6556121079.,8503010534,https://www.abebooks.com/9788503010535/Usina-Em-Portugues-Brasil-José-8503010534/plp: Muito Alta | https://www.amazon.com.br/Usina-José-Lins-do-Rego/dp/655612107X: Muito Alta | https://livrariapublica.com.br/livros/usina-jose-lins-do-rego-jose-lins-do-rego/: Alta | https://books.google.com/books/about/Usina.html?id=nU9EEAAAQBAJ: Alta | https://www.overdrive.com/media/7053466/usina: Alta | ,Alta
FUNDAMENTAL II,VAQUEIRO E CANTADORES PARA JOVENS,LUIS DA CAMARA CASCUDO,GLOBAL,1100,65,71500,9788526014348,8526014347,,
FUNDAMENTAL II,1808 - UM MIL OITOCENTOS E OITO,LAURENTINO GOMES,GLOBO,1100,80,88000,9788525057518,8525057517,https://www.abebooks.com/9788525057518/1808-Portuguese-Edition-Gomes-Laurentino-8525057517/plp: Alta | https://www.amazon.com/1808-Laurentino-Gomes/dp/9720047178: Alta | https://www.amazon.com/1808-Edicao-Revista-Ampliada-Portugues/dp/8525057517: Alta | https://www.amazon.com/1808-Laurentino-Gomes/dp/9722035010: Alta | https://www.mercadolivre.com.br/livro-original-mil-oitocentos-e-oito-1808-laurentino-gomes/p/MLB21582204: Baixa | ,Alta
FUNDAMENTAL II,A CIDADE DO SOL ,KHALED HOSSEINI,GLOBO,1100,60,66000,9788525060303,8525060305,https://www.abebooks.fr/9788525060303/Cidade-Sol-Khaled-Hosseini-8525060305/plp: Muito Alta | https://www.abebooks.com/9788525060303/Cidade-Sol-Khaled-Hosseini-8525060305/plp: Muito Alta | https://www.buscape.com.br/livros/a-cidade-do-sol-khaled-hosseini-9788525060303: Alta | https://ardhindie.com/pdf/a-cidade-do-sol: Alta | https://globolivros.globo.com/livro/a-cidade-do-sol/cm3do47nb01ldkfrxrssy9p4q: Alta | ,Alta
FUNDAMENTAL II,A MOCINHA DO MERCADO CENTRAL ,STELLA MARIS REZENDE ,GLOBO,1100,80,88000,,8525049697; ISBN-13: 978-8525049698,https://livrariapublica.com.br/livros/a-mocinha-do-mercado-central-stella-maris-rezende/: Muito Alta | https://sesc.i10bibliotecas.com.br/livro/36987: Alta | https://www.amazon.com.br/mocinha-do-mercado-central/dp/8525049697: Baixa | https://play.google.com/store/books/details/A_mocinha_do_mercado_central?id=HIhHrtiJt54C&hl=en-US: Baixa | https://www.amazon.com/Mocinha-Mercado-Central-Portuguese-Brasil/dp/8525049697: Baixa | ,Alta
FUNDAMENTAL II,COMO OS ANIMAIS SALVARAM MINHA VIDA,LUISA MELL,GLOBO,1100,60,66000,9788526023752,085260237X,https://askanydifference.com/pt/difference-between-isbn-10-and-isbn-13-with-table/: Baixa | https://pt.differkinome.com/articles/life-style/difference-between-isbn-10-and-isbn-13-2.html: Baixa | https://pt.esdifferent.com/difference-between-isbn-10-and-isbn-13: Baixa | https://www.calculetudo.com.br/texto_consulta_isbn: Baixa | https://port.lamscience.com/what-is-difference-between-isbn-13-isbn-10: Muito Baixa | ,Baixa
FUNDAMENTAL II,DROPZ,RITA LEE,GLOBO,1100,60,66000,,8525065129; ISBN-13: 978-8525065124,https://livrariapublica.com.br/livros/dropz-rita-lee/: Muito Alta | https://www.skoob.com.br/dropz-695977ed699256.html: Muito Alta | https://www.amazon.com.br/Dropz-Rita-Lee/dp/8525065129: Alta | https://www.bookfinder.com/isbn_search/: Baixa | https://freeisbn.com/lookup/: Muito Baixa | ,Alta
